"precinct","town","total.pop","p.white","p.black","p.aian","p.asian","p.nhpi","p.other","p.multi","p.hisp","edupop","lesshs","hs","scol","bach","graddeg","p.colgrad","p.owner","p.renter","p.poverty","medinc","pres.score.g16","gov.score.g18","pres.score.g20"
"Cheektowaga 49","Cheektowaga",715,83.08,4.48,0,1.54,0,0.56,1.96,8.67,553,24,199,214,63,55,21.34,81.65,18.35,8.95,64172,46.05,49.31,50.69
"Cheektowaga 50","Cheektowaga",4954,84.76,6.2,0,2.44,0,1.09,1.82,3.77,4296,417,1909,853,786,333,26.02,72.16,27.86,6.6,77292,48.19,51.81,52.15
"Cheektowaga 51","Cheektowaga",278,83.09,12.23,0,1.08,0,1.08,1.8,1.44,239,18,73,94,44,13,23.43,78.62,21.38,5.04,67868,38.29,45.5,47.27
"Cheektowaga 52","Cheektowaga",362,84.25,6.35,1.66,0.83,0,0.55,2.49,4.7,297,31,91,113,47,18,21.55,76.39,23.89,11.33,63892,45.63,44.74,47.75
"Cheektowaga 53","Cheektowaga",655,80.61,12.37,0,2.75,0,0.15,0.15,4.73,605,22,211,264,52,58,18.02,60.4,39.6,2.9,63576,42.93,49.08,45.46
"Cheektowaga 54","Cheektowaga",568,85.39,1.23,2.82,0.7,0.18,0.18,2.99,7.39,448,59,137,164,59,30,19.87,74.3,25.88,16.73,65029,41.28,46.21,47.89
"Cheektowaga 55","Cheektowaga",826,86.44,6.05,0,2.66,0.24,0,2.3,2.54,664,69,219,229,83,66,22.44,88.23,11.89,8.84,66166,44.87,50.82,47.49
"Cheektowaga 56","Cheektowaga",608,86.51,6.09,0,2.8,0.33,0,2.3,2.63,489,51,162,168,61,49,22.49,88.14,11.86,8.88,57330,43.75,46.19,49.6
"Cheektowaga 57","Cheektowaga",715,85.59,2.38,2.1,1.26,0.14,0,2.8,6.15,566,71,177,204,74,42,20.49,77.62,22.38,14.69,57553,42.76,50,49.69
"Cheektowaga 58","Cheektowaga",392,83.42,11.99,0,1.02,0,1.28,1.79,1.53,338,25,103,133,61,18,23.08,78.66,21.59,4.85,60199,39.17,39.24,45.65
"Cheektowaga 59","Cheektowaga",1095,81.74,4.66,0,1.74,0,0.64,1.92,9.5,842,35,308,330,89,83,20.31,82.34,17.75,8.68,67079,42.34,46.8,46.46
"Cheektowaga 60","Cheektowaga",528,79.36,4.92,0,0.76,0.19,1.14,14.02,0.19,420,21,154,168,70,9,18.57,79.31,20.88,7.58,56351,48.97,57.41,59.58
"Cheektowaga 61","Cheektowaga",550,82,3.82,0,6.91,0,0.36,3.45,4,457,46,178,109,80,46,27.35,73.95,26.23,10.18,67520,43.45,51.21,55.19
"Cheektowaga 62","Cheektowaga",226,91.15,3.1,0,2.65,0,0.44,2.21,1.77,196,24,87,38,35,14,24.49,77.33,23.11,9.29,58758,46.86,49.53,53.97
"Cheektowaga 63","Cheektowaga",563,90.94,2.84,0,2.66,0,0.53,1.95,1.6,488,59,216,95,87,33,24.59,77.01,23.17,9.41,58758,40.31,40.9,44.44
"Cheektowaga 64","Cheektowaga",3471,81.04,9.71,0.03,2.68,0,1.27,1.38,3.98,2944,213,980,1125,404,226,21.37,77.04,22.99,6.22,64568,43.27,40.38,47.14
"Cheektowaga 65","Cheektowaga",510,94.71,2.75,0,0.2,0,0.2,1.96,0.78,416,23,126,149,75,45,28.61,77.17,23.03,10.98,58758,46.93,52.8,52.99
"Cheektowaga 66","Cheektowaga",557,82.05,3.77,0,7,0,0.36,3.41,3.95,463,47,180,110,81,46,27.43,73.79,26.21,10.23,64902,56.22,54.72,59.47
"Cheektowaga 67","Cheektowaga",1056,82.77,7.01,0.09,1.61,0,0,1.33,7.39,858,48,293,310,158,51,24.24,69.27,30.82,6.72,64478,62.8,64.43,68.26
"Cheektowaga 68","Cheektowaga",1300,94.62,2.69,0.08,0.15,0,0,2,0.69,1059,59,323,378,190,111,28.42,77.3,22.7,10.85,69410,40.29,44.58,46.41
"Cheektowaga 69","Cheektowaga",249,68.27,6.83,0,7.63,0,5.22,5.22,8.03,205,26,71,66,31,15,21.95,87.55,12.85,11.24,62977,49.22,58.86,57.52
"Cheektowaga 70","Cheektowaga",2252,92.98,1.78,0.04,1.42,0,0.04,1.02,2.89,1921,71,676,573,426,177,31.39,95.47,4.53,2.8,78500,40.61,43.19,46.23
"Cheektowaga 71","Cheektowaga",787,61.25,27.19,0.13,4.57,0.64,1.52,2.67,2.54,634,30,118,221,134,133,41.96,78.27,21.86,5.08,93354,68.41,71.05,73.74
"Cheektowaga 72","Cheektowaga",173,86.71,6.36,0,1.73,0,0.58,0.58,4.62,127,11,46,41,17,14,24.41,89.44,11.18,9.25,64902,50.99,54.81,54.17
"Cheektowaga 73","Cheektowaga",570,80.53,12.63,1.75,0.7,0,0.18,0.88,3.86,484,35,132,177,102,40,29.13,77.68,22.32,8.6,73420,52.86,58.04,60.96
"Cheektowaga 74","Cheektowaga",2447,93.5,2.57,0.04,0.49,0,0.61,0.78,2.17,2060,219,724,560,382,177,27.14,82.51,17.53,7.15,72451,45.99,48.62,51.59
"Cheektowaga 75","Cheektowaga",906,67.88,20.2,1.1,2.21,0.22,0,6.62,2.1,725,68,209,268,134,48,24.97,58.3,41.7,11.92,60284,54.25,58.51,59.8
"Cheektowaga 76","Cheektowaga",917,86.15,3.93,0.11,1.31,0,0.44,1.96,6.54,720,34,250,272,94,71,22.92,80.66,19.34,9.38,71273,43.4,45.45,47.88
"Cheektowaga 77","Cheektowaga",241,82.16,4.15,0,7.05,0,0.41,3.73,4.15,200,20,78,48,35,20,27.5,73.86,26.14,10.37,66734,45.17,48.7,45.32
"Cheektowaga 78","Cheektowaga",1087,85.92,3.68,1.38,1.75,0.18,0,2.58,4.88,865,101,276,307,111,72,21.16,81.47,18.62,12.51,61330,41.51,41.95,46.92
"Cheektowaga 79","Cheektowaga",1092,84.52,5.13,0.09,0.82,0,0,1.56,8.15,881,52,297,318,164,51,24.4,73.81,26.19,5.86,64478,44.05,52.39,52.47
"Cheektowaga 80","Cheektowaga",615,84.55,5.2,0.16,0.81,0,0,1.63,8.13,496,29,168,180,93,29,24.4,73.82,26.34,5.85,62842,37.61,42.69,45.91
"Cheektowaga 81","Cheektowaga",762,84.51,5.12,0.13,0.79,0,0,1.57,8.14,614,36,207,222,115,36,24.43,73.88,26.25,5.91,62843,42.88,44.09,47.89
"Cheektowaga 82","Cheektowaga",764,92.8,1.05,0.13,0.79,0,0.13,0.13,5.5,605,32,210,192,93,79,28.43,81.34,18.79,5.63,79223,46.09,42.76,50.29
"Cheektowaga 83","Cheektowaga",683,92.68,1.17,0,0.88,0,0,0.15,5.56,541,29,188,172,83,71,28.47,81.2,18.8,5.71,70753,35.88,38.19,38.86
"Cheektowaga 84","Cheektowaga",701,93.01,1.85,0.14,1.57,0,0,1.14,2.71,601,22,212,179,136,54,31.61,96.43,3.71,2.71,80282,45.16,46.49,48.98
"Cheektowaga 85","Cheektowaga",776,94.85,1.8,0.13,0.26,0,0.77,0.9,1.8,667,74,234,176,129,56,27.59,81.9,18.1,6.83,71328,38.84,45.26,44.42
"Cheektowaga 86","Cheektowaga",290,92.76,0.34,0.69,4.48,0,0,1.03,1.38,236,25,99,71,35,9,18.22,82.39,17.96,10,62302,43.71,41.27,48.97
"Cheektowaga 87","Cheektowaga",651,94.47,2.61,0.15,0.31,0,0.15,2,0.77,530,31,164,188,95,54,28.11,77.47,22.53,10.75,68072,37.73,38.84,46.46
"Cheektowaga 88","Cheektowaga",291,94.5,2.75,0,0.34,0,0.34,2.06,0.69,237,13,72,85,43,26,28.69,77.24,23.1,11,58758,41.84,47.74,51.22
"Cheektowaga 89","Cheektowaga",349,90.83,2.87,0,2.58,0,0.57,2.01,1.72,302,36,134,59,54,21,24.5,76.95,23.05,9.46,60218,47.06,51.87,55.53
"Cheektowaga 90","Cheektowaga",849,80.57,12.72,1.88,0.71,0,0.12,0.82,3.65,720,52,190,269,152,60,29.31,78.04,21.96,8.72,72240,48.64,52.42,55.29
"Cheektowaga 91","Cheektowaga",338,90.83,2.96,0,2.66,0,0.59,2.07,1.48,293,35,130,57,52,20,24.57,76.85,23.15,9.47,48424,46.85,50,53.72
"Cheektowaga 92","Cheektowaga",900,81.89,3.78,0,6.89,0,0.33,3.44,3.89,747,75,291,178,131,74,27.31,73.83,26.28,10.11,60473,52.63,53.85,57.11
"Cheektowaga 93","Cheektowaga",314,69.43,5.1,0,7.96,0,5.41,4.78,8.28,261,34,89,85,37,18,20.69,87.58,12.42,11.46,64744,48.39,46.95,48.86
"Cheektowaga 94","Cheektowaga",242,83.47,11.98,0,0.83,0,1.24,1.65,1.65,209,15,64,82,38,11,23.44,78.42,21.58,4.96,70019,38.13,42.18,43.97
"Cheektowaga 95","Cheektowaga",779,94.74,1.8,0.13,0.26,0,0.77,0.9,1.8,669,74,235,177,129,56,27.65,81.97,18.03,6.8,80354,33.94,36.45,39.91
"Clarence 1","Clarence",2090,88.56,0.24,0,0.05,0,4.16,6.08,1,1626,10,327,396,467,428,54.98,94.03,6.02,7.7,106588,40.96,41.3,42.24
"Clarence 2","Clarence",1614,86.06,0.06,0,0.06,0,5.2,7.56,1.24,1211,1,226,265,391,331,59.54,97.27,2.73,8.49,114510,33.95,37.37,45.88
"Clarence 3","Clarence",3144,97.39,0.73,0.03,0.29,0,0,1.59,0.03,2561,126,468,677,629,663,50.41,95.33,4.67,2.7,136316,29.26,30.58,34.55
"Clarence 4","Clarence",1089,95.32,0,0.18,1.84,0,0,1.56,1.19,815,11,167,206,232,202,53.25,78.7,21.4,11.57,88529,38.42,42.22,44.7
"Clarence 5","Clarence",1672,93.96,0.54,0.06,2.75,0,0.06,0.3,2.63,1239,28,120,204,409,479,71.67,95.44,4.56,1.5,141114,37.97,37.99,43.19
"Clarence 6","Clarence",1109,95.31,0.09,0.18,1.89,0,0,1.62,1.26,830,11,170,210,236,206,53.25,78.79,21.3,11.54,91188,44.98,50.38,57.38
"Clarence 7","Clarence",2109,98.53,1.04,0,0.05,0,0.05,0.33,0.14,1872,50,470,614,311,429,39.48,79.93,20.07,4.55,103638,40.6,42.96,48.13
"Clarence 8","Clarence",2033,84.51,0.64,0.05,6.25,0,1.13,1.97,5.61,1587,36,255,443,409,446,53.88,93.04,6.96,6.94,119764,36.76,34.91,41.95
"Clarence 9","Clarence",2159,95.32,0.05,0.14,1.85,0,0,1.57,1.2,1617,21,330,408,460,400,53.18,78.69,21.31,11.58,89365,41.03,40.72,51.79
"Clarence 10","Clarence",1167,95.37,0.09,0.17,1.89,0,0,1.54,1.2,874,11,178,221,249,217,53.2,78.75,21.34,11.57,82748,40.7,43.38,45.57
"Clarence 11","Clarence",2201,84.1,0.77,0.05,7.95,0,0.05,0.45,6.77,1736,49,267,512,419,491,52.36,91.84,8.2,6.5,98363,39.25,38.43,45.57
"Clarence 12","Clarence",815,97.3,0.74,0,0.37,0,0.12,1.72,0.12,663,33,122,175,163,172,50.53,95.31,4.69,2.82,118338,30.96,30.95,39.64
"Clarence 13","Clarence",1198,98.5,1.09,0.08,0.08,0,0.08,0.33,0.17,1063,29,267,348,177,244,39.51,79.89,20.11,4.59,105065,39.67,44.63,44.31
"Clarence 14","Clarence",1043,90.32,0.38,0.1,0.1,0,3.45,5.08,0.86,831,9,175,217,219,213,51.99,91.67,8.43,7.19,104010,35.21,34.66,43.75
"Clarence 15","Clarence",2010,92.79,0.75,0.35,1.64,0,0.5,2.94,1.19,1546,67,333,408,318,422,47.8,88.07,11.98,6.77,132151,44.19,47.99,53.29
"Clarence 16","Clarence",1681,90.48,0.48,0.24,1.07,0,2.14,4.52,1.19,1282,37,263,319,316,350,51.87,91.3,8.76,7.38,137677,38.48,40.17,46.88
"Clarence 17","Clarence",723,92.95,0.83,0.41,1.66,0,0.55,2.9,1.24,556,24,119,146,116,153,48.38,88.25,11.89,6.64,150894,44.03,43.56,49.6
"Clarence 18","Clarence",389,94.09,0.51,0,2.83,0,0,0.26,2.83,288,7,28,48,95,112,71.88,95.36,4.64,1.54,167958,37.93,41.76,50.92
"Clarence 19","Clarence",2549,95.1,0.59,0.04,1.92,0,0,0.75,1.73,1954,63,252,394,584,663,63.77,95.39,4.61,1.92,131704,34.23,36.02,39.07
"Clarence 20","Clarence",874,83.98,0.8,0.11,8.01,0,0.11,0.46,6.75,690,20,107,203,166,195,52.32,91.84,8.28,6.52,109693,39.81,44.2,47.99
"Clarence 21","Clarence",864,97.45,0.81,0,0.35,0,0.12,1.62,0.12,704,35,128,186,174,183,50.57,95.35,4.77,2.78,150006,31.81,34.64,40.02
"Clarence 22","Clarence",418,94.02,0.72,0.24,2.87,0,0.24,0.48,2.63,310,7,30,51,102,120,71.61,95.43,4.57,1.67,147296,44.54,46.28,54.67
"Colden 1","Colden",803,93.65,0.25,0.12,0,0,0.12,4.23,1.99,634,33,181,184,159,79,37.54,89.12,11,8.47,88185,37.28,36.55,42.36
"Colden 2","Colden",900,93.67,0.22,0.11,0.11,0,0.11,4.33,1.89,711,37,203,206,178,89,37.41,89.07,10.93,8.44,84364,34.49,34.51,40.59
"Colden 3","Colden",1451,93.66,0.28,0,0.07,0,0.07,4.27,1.93,1146,60,326,332,286,143,37.43,89.13,10.93,8.41,81872,27.45,28.92,31.54
"Collins 1","Collins",1872,96.05,0.27,0.43,1.39,0,0.05,0.05,1.92,1456,152,507,454,232,114,23.7,87.86,12.14,8.87,77597,28.73,28.19,33.65
"Collins 2","Collins",549,91.44,0.18,5.65,0.18,0,0.18,1.28,2,362,40,145,117,36,25,16.85,80.52,19.48,9.11,54736,43.84,43.56,43.62
"Collins 3","Collins",1530,90.33,3.2,1.96,0.92,0,0.07,1.24,2.48,1156,137,443,341,156,81,20.5,85.14,14.86,8.56,66499,26.21,24.61,28.67
"Collins 4","Collins",3018,49.97,10.5,24.35,1.89,0,0.73,7.65,5.04,2194,325,1035,522,205,109,14.31,75.76,24.24,15.61,60135,45.38,40.19,52.69
"Concord 1","Concord",1283,96.41,0.94,0.08,0.55,0,0,0.94,1.33,1000,82,431,249,162,78,24,60.5,39.58,14.89,68518,35.63,34.98,39.22
"Concord 2","Concord",1476,96.75,0.27,0.14,1.69,0,0.07,0.41,0.81,1192,53,413,294,261,173,36.33,91.72,8.35,7.52,77597,26.72,29.74,32.34
"Concord 3","Concord",1301,96.77,0.31,0.15,1.69,0,0.08,0.46,0.85,1050,47,364,259,230,152,36.38,91.76,8.32,7.53,80989,29.18,28.43,34.1
"Concord 4","Concord",282,96.81,0.35,0.35,1.77,0,0.35,0.71,1.06,228,11,79,57,50,33,36.4,91.81,8.54,7.8,82585,44.45,39.3,47.43
"Concord 5","Concord",685,96.5,0.88,0.15,0.58,0,0,1.02,1.31,534,44,230,133,87,42,23.97,60.39,39.61,14.89,68518,40.32,38.25,46.64
"Concord 6","Concord",620,96.77,0.32,0.16,1.77,0,0,0.48,0.81,501,23,174,124,110,73,36.33,91.6,8.4,7.58,68518,24.23,23.13,28.04
"Concord 7","Concord",2258,96.41,0.89,0.04,0.49,0,0,0.93,1.33,1760,143,758,438,285,137,23.98,60.46,39.59,14.88,68518,37.78,35.99,43.77
"Concord 8","Concord",430,96.74,0.47,0.23,1.86,0,0.23,0.47,0.93,347,16,121,86,76,50,36.31,91.38,8.62,7.67,72686,31.69,31.52,34.08
"Tonawanda City 1-1","Tonawanda City",2082,94.62,0.05,0.05,0.24,0,0.14,3.03,2.07,1721,79,676,621,212,135,20.16,63.22,36.83,17.15,60351,36.37,40.36,44.1
"Tonawanda City 1-2","Tonawanda City",745,97.45,0.13,0.13,1.21,0,0.54,0.13,0.81,643,48,202,242,118,35,23.64,94.33,5.67,7.79,61693,45.47,46.17,52.17
"Tonawanda City 1-3","Tonawanda City",1763,97.5,0.11,0.06,1.13,0,0.57,0.06,0.74,1522,113,479,573,279,81,23.59,94.25,5.75,7.77,64237,44.64,47.34,48.3
"Tonawanda City 2-1","Tonawanda City",646,90.56,0,0.15,3.72,0,0,2.79,3.1,532,27,179,175,93,59,28.38,71.74,28.26,13.62,57039,47.45,52.22,52.31
"Tonawanda City 2-2","Tonawanda City",611,90.34,0.16,0.16,3.76,0,0.16,2.78,3.27,503,26,168,165,90,56,29.03,72.7,27.47,13.26,54978,45.15,46.96,45.62
"Tonawanda City 2-3","Tonawanda City",1233,88.65,0.08,0.24,5.68,0,0.08,2.11,3.57,1018,58,299,320,217,127,33.69,81.26,18.74,10.14,59148,47.49,45.78,54.76
"Tonawanda City 3-1","Tonawanda City",1843,89.09,0.16,0.22,4.94,0,0.05,2.39,3.36,1506,97,451,477,312,171,32.07,80.53,19.47,10.04,72972,47.7,48.64,53.16
"Tonawanda City 3-2","Tonawanda City",746,92.09,0.94,0.13,0.67,0,0,4.29,2.28,571,66,195,191,97,24,21.02,76.75,23.25,9.52,63184,41.47,42.15,47.07
"Tonawanda City 3-3","Tonawanda City",995,88.54,0.1,0.3,5.73,0,0,2.11,3.52,822,47,241,258,175,103,33.7,81.21,18.89,10.15,63184,47.37,57.51,55.47
"Tonawanda City 4-1","Tonawanda City",1845,92.3,0.92,0,0.27,0,0.05,4.39,2.17,1405,167,484,473,234,50,20.14,76.47,23.59,9.38,78228,41.45,42.17,51.7
"Tonawanda City 4-2","Tonawanda City",1593,92.28,0.94,0.06,0.31,0,0.06,4.39,2.2,1214,144,417,409,202,44,20.26,76.46,23.54,9.35,75531,44.28,48.87,49.34
"Tonawanda City 4-3","Tonawanda City",1015,92.32,0.99,0,0.3,0,0,4.43,2.17,773,92,266,260,129,28,20.18,76.48,23.62,9.36,57902,42.44,45.3,50.7
"Buffalo Delaware 1","Buffalo Delaware",46,58.7,23.91,2.17,2.17,0,0,8.7,8.7,38,3,10,11,12,5,42.11,39.13,60.87,30.43,53428,100,100,100
"Buffalo Delaware 2","Buffalo Delaware",1669,59.2,24.03,0.78,0.42,0,0,7.19,8.57,1369,77,336,386,411,162,41.78,39.2,60.8,29.48,53428,75.93,73.65,77.52
"Buffalo Delaware 3","Buffalo Delaware",1191,60.37,25.36,0.67,0.67,0,0,5.79,7.39,987,60,212,280,283,154,44.17,47.68,52.41,24.27,78935,67.75,69.26,72.35
"Buffalo Delaware 4","Buffalo Delaware",1061,59.19,24.03,0.75,0.47,0,0.09,7.16,8.58,870,49,214,245,261,103,41.84,39.22,60.87,29.41,61054,72.95,76.42,76.63
"Buffalo Delaware 5","Buffalo Delaware",765,69.93,14.25,0.78,0.13,0,0.52,2.88,11.76,688,22,124,145,252,147,57.85,39.5,60.63,10.46,64415,76.11,79.45,80.54
"Buffalo Delaware 6","Buffalo Delaware",641,70.05,14.2,0.78,0.16,0,0.62,2.96,11.86,577,19,104,121,211,124,57.89,39.59,60.56,10.45,64415,74.24,75.94,76.69
"Buffalo Delaware 7","Buffalo Delaware",1301,67.87,17.06,0.54,0.92,0.08,0.08,5.46,8.3,1039,55,217,285,294,190,46.49,49.38,50.62,24.29,80709,75.8,76.55,81.18
"Buffalo Delaware 8","Buffalo Delaware",1073,77.82,8.67,0.47,1.12,0.09,0.19,2.61,9.32,875,36,139,209,263,230,56.34,56.26,43.83,13.61,74068,69.89,70.77,74.64
"Buffalo Delaware 9","Buffalo Delaware",1361,82.66,5.22,0.22,1.69,0.15,0,2.5,7.79,1037,49,148,270,261,311,55.16,66.64,33.36,15.5,82177,75.96,78.27,80.14
"Buffalo Delaware 10","Buffalo Delaware",307,63.84,30.29,0.33,1.3,0.33,0,1.3,3.91,263,20,33,76,65,71,51.71,74.83,25.5,7.82,97004,77.14,77.06,80.75
"Buffalo Delaware 11","Buffalo Delaware",938,64.71,18.23,0.85,0.85,0,0.32,4.69,10.77,808,37,171,200,267,135,49.63,39.79,60.32,19.51,61054,75.83,78.82,79.39
"Buffalo Delaware 12","Buffalo Delaware",1243,69.99,14.16,0.8,0.08,0,0.48,2.9,11.83,1118,36,202,235,409,239,57.96,39.47,60.53,10.46,65376,74.35,74.39,77.25
"Buffalo Delaware 13","Buffalo Delaware",740,70,14.19,0.81,0.14,0,0.54,2.84,11.89,666,22,120,140,244,142,57.96,39.57,60.57,10.54,59402,77.9,79.52,79.95
"Buffalo Delaware 14","Buffalo Delaware",1142,75.04,15.41,0.09,1.66,0,0.09,1.05,6.92,984,102,183,292,320,89,41.46,45.56,54.44,16.73,65878,75.17,74.53,79.48
"Buffalo Delaware 15","Buffalo Delaware",730,78.77,10.41,0.14,1.78,0.14,0.14,1.78,7.4,594,46,99,166,173,111,47.81,55.91,44.09,16.16,72752,61.42,72.61,74.3
"Buffalo Delaware 16","Buffalo Delaware",1138,80.84,7.64,0.26,1.67,0.09,0.09,2.37,7.38,878,44,124,231,221,260,54.67,67.46,32.63,14.76,84299,80.27,84,84.5
"Buffalo Delaware 17","Buffalo Delaware",633,63.82,30.17,0.16,1.26,0.16,0,1.26,3.79,542,42,67,156,133,147,51.66,74.64,25.36,7.74,97004,79.52,78.71,84.98
"Buffalo Delaware 18","Buffalo Delaware",751,77.23,16.25,0.13,0.8,0,0,0.93,5.19,622,43,56,140,178,207,61.74,59.89,40.11,12.78,61846,70.51,73.22,78.83
"Buffalo Delaware 19","Buffalo Delaware",412,77.18,16.26,0.24,0.73,0.24,0.24,0.97,5.34,341,24,31,77,98,114,61.88,60,40.24,12.86,74572,82.41,80.8,83.42
"Buffalo Delaware 20","Buffalo Delaware",813,81.43,8.24,0.49,1.72,0.12,0.25,1.85,6.27,637,26,72,155,169,217,60.6,63.7,36.3,11.69,84735,77.7,75.39,77.68
"Buffalo Delaware 21","Buffalo Delaware",1063,61.99,30.67,0.19,2.45,0.09,0.09,1.22,3.76,906,70,121,258,220,238,50.55,74.52,25.57,9.03,81728,77.25,72.34,80.07
"Buffalo Delaware 22","Buffalo Delaware",1249,68.45,19.7,0.4,3.52,0,0.08,1.36,6.73,1098,51,119,409,248,273,47.36,53.22,46.88,11.29,75014,69.97,69.92,73.87
"Buffalo Delaware 23","Buffalo Delaware",761,79.76,12.61,0.92,1.84,0,0.53,0.92,4.07,619,19,45,136,175,245,67.85,59.32,40.82,6.18,75014,80.62,80.62,83.01
"Buffalo Delaware 24","Buffalo Delaware",540,79.63,12.59,0.93,1.85,0,0.56,0.93,4.07,439,14,32,97,125,174,67.88,59.15,40.85,6.3,66452,88.71,87.92,91.3
"Buffalo Delaware 25","Buffalo Delaware",783,79.69,12.64,0.89,1.79,0,0.51,0.89,4.09,637,20,46,140,181,252,67.82,59.31,40.82,6.13,79080,86.75,83.97,90.92
"Buffalo Delaware 26","Buffalo Delaware",1828,84.03,4.87,1.15,2.13,0,1.04,2.46,4.43,1574,67,146,369,475,520,63.15,60.55,39.51,9.3,65572,75.45,74.48,81.08
"Buffalo Delaware 27","Buffalo Delaware",909,60.73,22.77,0.77,6.05,0.11,0.11,1.87,8.14,840,24,104,411,151,152,35.95,43.28,56.72,10.12,72171,91.33,90.34,84.89
"Buffalo Delaware 28","Buffalo Delaware",100,61,23,1,6,0,1,2,8,92,3,12,45,17,17,36.96,43.33,56.67,10,79080,88.51,84.96,90.61
"Buffalo Delaware 29","Buffalo Delaware",1440,76.81,12.99,0.07,1.25,0,0.07,3.06,5.97,1176,65,160,284,330,339,56.89,49.41,50.66,11.04,65589,84.22,82.81,85.74
"Buffalo Delaware 30","Buffalo Delaware",834,82.97,3.84,1.32,2.88,0,1.08,3.12,5.16,722,24,73,179,220,228,61.91,60.46,39.67,8.99,80020,81.42,80.63,85.06
"Buffalo Delaware 31","Buffalo Delaware",1791,77.83,5.58,1.4,2.01,0,0.06,4.36,8.88,1465,34,285,290,476,383,58.57,42.57,57.49,13.79,76980,85.65,86.22,88.65
"Buffalo Delaware 32","Buffalo Delaware",824,76.21,8.62,0.73,3.64,0,0.61,3.52,7.04,703,19,81,195,210,199,58.18,59.47,40.53,10.19,85421,83.31,81.74,87.82
"Buffalo Delaware 33","Buffalo Delaware",819,70.45,12.82,0.24,4.27,0,0,3.91,8.67,691,15,89,209,204,176,54.85,58.66,41.49,11.23,89046,84.2,80.12,86.71
"Buffalo Delaware 34","Buffalo Delaware",1272,73.74,11.79,0.47,2.83,0,0.24,3.38,7.78,1107,37,126,306,326,313,57.72,53.17,46.83,10.61,71463,78.58,75.13,81.96
"Eden 1","Eden",1799,93.11,0.28,0.06,0.67,0,0.72,2,3.39,1453,102,518,367,268,199,32.14,79.62,20.38,10.06,82634,29.66,29.81,34.88
"Eden 2","Eden",2084,94.43,0.43,0.14,1.3,0,0.05,1.3,2.5,1621,75,512,602,276,158,26.71,90.06,9.94,7.92,74183,32.12,30.78,38.31
"Eden 3","Eden",556,93.71,0.36,0.18,1.08,0,0.36,1.8,3.06,440,26,149,137,79,52,29.55,84.87,15.31,8.99,86656,34.5,33.33,39.9
"Eden 4","Eden",341,94.72,0.59,0.29,1.47,0,0.29,1.47,2.64,266,13,84,99,46,26,26.69,90.09,10.21,7.92,86656,34.49,32.87,38.6
"Eden 5","Eden",2084,94.29,0.38,0.14,1.2,0,0.1,1.39,2.59,1629,81,522,580,281,167,27.44,88.69,11.31,8.21,86883,31.79,30.51,34.23
"Eden 6","Eden",744,93.01,0.27,0.13,0.67,0,0.81,2.02,3.36,600,43,213,153,111,83,32.33,79.75,20.39,10.08,87531,39.05,38.24,42.88
"Buffalo Ellicott 0","Buffalo Ellicott",51,5.88,92.16,1.96,1.96,0,1.96,1.96,1.96,44,6,11,23,5,2,13.64,52,50,17.65,58971,NA,NA,NA
"Buffalo Ellicott 1","Buffalo Ellicott",3054,71.48,13.13,0.43,3.47,0.03,0.1,3.47,8.06,2623,76,338,753,760,698,55.55,53.18,46.82,11.92,60040,88.86,88.15,89.61
"Buffalo Ellicott 2","Buffalo Ellicott",453,62.25,8.39,0.22,2.65,0,0,3.75,23.62,369,24,72,42,135,98,62.87,28.98,71.02,33.77,54548,87.76,89.04,86.46
"Buffalo Ellicott 3","Buffalo Ellicott",686,75.51,14.43,1.17,0.87,0,0.44,2.04,5.83,627,34,81,149,173,192,58.05,36.49,63.51,14.43,67205,86.58,84.32,86.79
"Buffalo Ellicott 4","Buffalo Ellicott",478,5.23,90.59,0.42,1.26,0,0.21,0.84,2.3,406,47,103,201,42,15,14.04,51.51,48.49,16.95,45710,97.59,97.54,96
"Buffalo Ellicott 5","Buffalo Ellicott",342,11.99,75.15,0,8.48,0,0.58,2.63,2.34,265,51,83,101,22,11,12.08,47,53,24.85,36914,93.97,97.8,88.53
"Buffalo Ellicott 6","Buffalo Ellicott",446,11.88,74.89,0,8.52,0,0.45,2.47,2.24,345,66,108,131,28,14,11.88,47.22,53.03,24.66,36914,97.65,97.31,98.57
"Buffalo Ellicott 7","Buffalo Ellicott",374,0.53,83.42,0,3.74,0,2.41,3.21,7.22,277,55,73,106,29,16,15.88,54.81,45.19,15.24,NA,98.38,98.73,96.52
"Buffalo Ellicott 8","Buffalo Ellicott",189,68.25,23.28,1.59,1.59,0,0,1.06,4.76,173,11,36,41,41,47,50.29,18.18,81.82,24.34,44797,81.25,78.38,89.09
"Buffalo Ellicott 9","Buffalo Ellicott",540,68.33,23.33,1.67,1.48,0,0.19,1.11,4.63,495,31,101,116,116,133,50.1,18.16,82.02,24.44,35716,87.25,82.86,85.71
"Buffalo Ellicott 10","Buffalo Ellicott",505,7.33,75.25,0.2,7.13,0,0.79,2.57,7.33,423,35,145,151,71,22,21.99,54.81,45.19,21.19,41288,96.17,92.26,92.76
"Buffalo Ellicott 11","Buffalo Ellicott",699,7.58,73.68,0.14,7.73,0,0.86,2.72,7.73,584,47,206,200,103,31,22.77,55.24,44.9,21.6,38660,97.07,96.38,96.09
"Buffalo Ellicott 12","Buffalo Ellicott",886,11.85,74.94,0,8.47,0,0.45,2.37,2.14,686,131,215,260,55,27,11.95,47.02,52.98,24.72,31774,98.85,97.94,96.43
